48.83517609,2.24291604,37.885822,1.94,215.0,20.884765625,0
48.83501572,2.24277787,29.537046,2.31,298.5,37.52606201171875,1000
48.83525371,2.24269195,34.875355,0.99,191.8,55.9183349609375,1000
48.83524985,2.24272555,30.361828,0.0,0.0,57.069091796875,1009
48.8351834,2.24280678,17.997292,0.0,0.0,69.47393798828125,593
48.83513289,2.24283618,27.873764,0.0,0.0,86.50714111328125,1000
48.83512044,2.24284575,18.778143,0.0,0.0,87.50958251953125,1000
48.83510957,2.24284338,23.607191,0.0,0.0,101.005126953125,1000
48.8351348,2.24283593,23.772236,0.0,0.0,92.07989501953125,1000
48.83513369,2.24286011,23.487495,0.0,0.0,89.1820068359375,1000
48.83510927,2.24287887,21.052698,0.0,0.0,99.2020263671875,1000
48.8351038,2.24288396,17.332125,0.0,0.0,100.7572021484375,1000
48.83507286,2.242925,17.20369,0.0,0.0,96.470458984375,1000
48.83506111,2.24291261,16.575382,0.0,0.0,98.85797119140625,1000
48.8350396,2.24292858,15.943777,0.0,0.0,99.76617431640625,1000
48.83504189,2.24292605,14.549708,0.0,0.0,98.1568603515625,1000
48.83504413,2.24295199,14.563623,0.0,0.0,97.71197509765625,1000
48.83504346,2.24295591,13.664663,0.0,0.0,97.3857421875,1000
48.8350443,2.242961,13.331304,0.0,0.0,95.8363037109375,1000
48.83504385,2.24295825,13.7701235,0.0,0.0,95.50726318359375,1000
48.8350427,2.24296044,12.882755,0.0,0.0,95.0904541015625,1000
48.83504279,2.24296381,12.2571945,0.0,0.0,94.60699462890625,1000
48.83504521,2.24297133,11.391673,0.0,0.0,93.82952880859375,1000
48.83505057,2.24298009,11.464011,0.0,0.0,91.844482421875,1000
48.83505075,2.24303168,11.747229,0.0,0.0,86.4554443359375,1000
48.83504745,2.24300008,11.547866,0.0,0.0,89.4957275390625,1000
48.83507208,2.24303961,10.74711,0.0,0.0,85.055908203125,1000
48.83507463,2.24304368,10.837188,0.0,0.0,84.61212158203125,1000
48.83507484,2.24304432,10.376929,0.0,0.0,84.18170166015625,1000
48.83507021,2.24303385,8.988485,0.0,0.0,84.66778564453125,1000
48.8350736,2.24303788,8.594008,0.0,0.0,84.857421875,1000
48.83507429,2.24303647,8.603334,0.0,0.0,86.398193359375,1000
48.83507784,2.2430412,8.615536,0.0,0.0,86.91021728515625,1000
48.83508156,2.24304248,8.054303,0.0,0.0,86.404052734375,1000
48.83508194,2.2430421,7.6713605,0.0,0.0,87.3179931640625,1000
48.83508165,2.24304155,7.7928786,0.0,0.0,87.24346923828125,1000
48.83508145,2.24304117,7.968933,0.0,0.0,87.203369140625,1000
48.83507812,2.24303432,8.043586,0.0,0.0,89.07537841796875,1000
48.83507554,2.24303044,7.336374,0.0,0.0,89.95941162109375,1000
48.83506804,2.24303765,6.808608,0.0,0.0,88.81695556640625,1000
48.83506719,2.24303613,6.8009152,0.0,0.0,89.02099609375,1000
48.83506707,2.24303624,6.691666,0.0,0.0,88.91845703125,1000
48.83506699,2.24303624,6.236783,0.0,0.0,88.8319091796875,1000
48.835067,2.2430364,6.1225214,0.0,0.0,88.793701171875,1000
48.83506693,2.24303652,6.788723,0.0,0.0,88.78326416015625,1000
48.8350669,2.24303759,6.7386184,0.0,0.0,88.80389404296875,1000
48.83506475,2.24303699,6.748717,0.0,0.0,89.31573486328125,1000
48.83506128,2.24303703,6.3670516,0.0,0.0,90.02044677734375,1000
48.83506081,2.24303677,6.147497,0.0,0.0,90.13385009765625,1000
